variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
b_botanist_year2019LindaWegglersouth,0.009642563655522522,0.03044414642692583,1.2694065316843255,1.260781159378789,-2.1104132830257223,2.0821160031730273,0.9998850551303995,9914.219571448859,9174.158227594764
b_botanist_year2019MarkusBauersouth,0.05241387713228892,0.0712365126986208,1.2708898587941688,1.267559669480866,-2.0703512183190593,2.1327938327793214,0.9998636644902075,9897.177838799102,8822.892996657727
b_botanist_year2020JakobHubernorth,0.41418492523405903,0.40876775307252666,1.0518189202186525,1.0539721839556713,-1.306148406525026,2.154493085611996,0.9999300777245778,9354.95892314159,9500.614534289869
b_botanist_year2020JakobHubersouth,-0.03517945073051267,-0.046742492977505906,1.2375173076332822,1.2335476819841402,-2.0377240444297584,2.0151822035294704,1.0003629870253674,10154.724710601497,9005.562926951881
b_botanist_year2020KatharinaBecknorth,0.3966681677302587,0.392478735033143,1.052350261840847,1.055316023458646,-1.3264487784105476,2.1444426611229788,0.9999545523398942,9405.938095324484,9392.236654586772
b_botanist_year2020KatharinaBecksouth,0.021769925818637226,0.011096056373629938,1.2367072193382427,1.229381502168781,-1.9746198103468784,2.0676505037918798,1.0003510907789468,10164.145473053568,8971.243314894326
b_botanist_year2021MarkusBauernorth,0.5201788010346462,0.51772696138109,1.284038913713489,1.2964520738891163,-1.5929864222384904,2.63702168163644,1.0001116973940793,9079.904763976474,9399.64090744061
b_botanist_year2021MarkusBauersouth,0.1133460961401646,0.10418566130525363,1.582890336463498,1.5652822900022445,-2.5024240841191547,2.7077098252745184,1.0010585682730506,7984.082481571327,8129.123266576241
b_sand_ratio25:target_typedry_grassland,-0.18116005014595268,-0.18004541325794998,0.14408312855352026,0.14185282661587878,-0.41972920456649454,0.054855254753908345,1.000347471787878,4062.0570579438377,6938.533843278461
b_sand_ratio50:target_typedry_grassland,0.02069410227836364,0.017551902973401437,0.14389863443131043,0.141422587457711,-0.21218749359309702,0.25990425605462736,1.0000731819134845,4152.985000514036,6233.464498618321
b_sand_ratio25:expositionsouth,-0.46570302008511383,-0.4677579547209902,0.1447307664341992,0.14409917491740493,-0.7041051576954055,-0.22394274857377885,0.9998913702207046,4930.209626739876,7576.466050701554
b_sand_ratio50:expositionsouth,-0.6894068996663008,-0.6908874358192363,0.14628390864943178,0.1450333380499099,-0.9270217749539817,-0.4509906967455858,1.0000385001229437,5006.0439591363975,7364.5393907138305
b_target_typedry_grassland:expositionsouth,0.1377228884084936,0.13780317407286297,0.14363473463842125,0.1466622238907312,-0.09538565814134044,0.3760045231387676,1.0002985567127707,4188.558415011292,7267.804466749795
b_sand_ratio25:survey_year_fct2019,-0.3535204448199651,-0.3553102989307616,0.13225994319526482,0.1335581086118583,-0.567860017626898,-0.1333499286656182,1.0000633457030363,5774.777894397324,7854.292484995698
b_sand_ratio50:survey_year_fct2019,-0.11027530120356091,-0.10933281033914266,0.13272186202323202,0.13066655276915393,-0.3292290099239555,0.10818400518418879,1.0003272267673622,5301.619122467682,7603.2927137869365
b_sand_ratio25:survey_year_fct2020,-0.18420308866428703,-0.1851574705636707,0.1326752741576142,0.13280392227815305,-0.40149528490314546,0.03424723426117533,1.00000531731302,5251.364449607706,7475.782383683154
b_sand_ratio50:survey_year_fct2020,-0.06795613064784728,-0.06684853853766848,0.13354550881688781,0.1314861003453489,-0.2894473345978559,0.1531490187540219,1.0003107443904191,5204.266740380127,7962.027439623126
b_sand_ratio25:survey_year_fct2021,-0.13943698269533145,-0.1410109889368516,0.13186419620131395,0.13236348562456846,-0.3551879554499162,0.07728920461299153,1.0000076387326775,5166.219700113422,7760.705202901894
b_sand_ratio50:survey_year_fct2021,-0.0714463372948782,-0.07028990982799695,0.13131739625970862,0.13203596659040817,-0.2890651225214382,0.13934498813191393,0.9999072538516143,5195.1329671886715,8176.426397113205
b_target_typedry_grassland:survey_year_fct2019,-0.11647105858336829,-0.11690152607408277,0.13086555164098013,0.13083776162424998,-0.3312377018213562,0.1034794517363649,1.0008200674737735,4779.609987498522,7065.555157214336
b_target_typedry_grassland:survey_year_fct2020,0.037731989632730084,0.03825589254350512,0.1305913771259922,0.12943575291080853,-0.1759899414185769,0.2531675748878054,1.0000700279035666,4720.9909835652325,7348.780075939864
b_target_typedry_grassland:survey_year_fct2021,-0.0023083890599543536,-0.002481960989545316,0.13084427968595513,0.13125348357045602,-0.21875435662373455,0.21041115435217458,1.0004677692221726,4649.175343404117,7642.4562644780235
b_expositionsouth:survey_year_fct2019,0.13494413727445984,0.12521149898266576,1.4998955619860064,1.4960755512259274,-2.3515260064530525,2.5865962355574275,1.0001377101062912,9768.316092862457,9127.7364522525
b_expositionsouth:survey_year_fct2020,0.026362940770755947,0.029610677578491684,1.440392693457874,1.437886268620283,-2.329932247936507,2.39574952673307,0.9999707093611615,10046.823132170759,9555.005223568829
b_expositionsouth:survey_year_fct2021,0.125307852778687,0.14336227326271617,1.601116846021705,1.631408536497561,-2.528162070518016,2.7572953575675356,0.9999651762564158,8903.164187908624,8228.325522578589
b_expositionsouth:substrate_depth15,0.09203323250538317,0.09178318512642386,0.05348645279172509,0.053199052254701465,0.004574358025988444,0.1812023633540137,1.0003160018283086,9486.176351328177,9345.12706643531
b_expositionsouth:seed_density8,-0.004864309812624079,-0.004492066934099436,0.05373096887190853,0.05366678367099639,-0.09391293990985747,0.08312326969589337,1.0004404660334993,9349.517567431278,9176.11850873051
b_survey_year_fct2019:substrate_depth15,0.015485572212181116,0.015315343960484677,0.05499211213838622,0.054972048096239685,-0.07594107540699174,0.10469007905640927,1.0006001196835619,9550.727044577208,9276.545030191857
b_survey_year_fct2020:substrate_depth15,0.04307674010208949,0.0425712732856683,0.05582131898835041,0.055170623048809826,-0.04921402013541811,0.1361849576224761,1.0006361401885246,9324.530734029971,9059.335774483585
b_survey_year_fct2021:substrate_depth15,0.12479831834258177,0.12457241723257652,0.0558885771121479,0.056180650917762046,0.03103902467984629,0.21751046021788115,0.9999821262715514,9566.568238543752,9415.28432392197
b_survey_year_fct2019:seed_density8,0.00933697662354334,0.009592789892246012,0.054698384212632255,0.0545979447492987,-0.08039488737861852,0.09968522214193204,1.0004237507848903,8949.610454148353,8455.23870102106
b_survey_year_fct2020:seed_density8,-0.0013228248843039406,-0.0014977546793861092,0.05450938397230102,0.0549293072174629,-0.09084967025200148,0.0876178274317736,0.9998613632391589,9284.048354248094,9156.828792310676
b_survey_year_fct2021:seed_density8,-0.08667457620049439,-0.08617396239309544,0.05533419731881855,0.05518688292454472,-0.17795143356619744,0.0038099667516147654,0.9998340974260743,9061.3520336477,8842.58653073998
b_sand_ratio25:target_typedry_grassland:expositionsouth,0.41858057807658006,0.4194328022265288,0.20273774987125148,0.20419304862787754,0.08116445194095871,0.7527680791299549,1.0005105488883088,4276.9866826625685,6583.7440144871
b_sand_ratio50:target_typedry_grassland:expositionsouth,0.18358591656009104,0.18315664973195078,0.20265350274156077,0.20276741854253047,-0.14446591155333977,0.5151947352906456,1.0003308307895378,4379.995802357041,7357.794899215467
b_sand_ratio25:target_typedry_grassland:survey_year_fct2019,0.22591550209001005,0.22747593145139208,0.1850107963814787,0.18673253150921976,-0.08156558541995543,0.5302161739053447,1.0008878646861576,4602.339099134734,7672.64102860874
b_sand_ratio50:target_typedry_grassland:survey_year_fct2019,0.10395822560551501,0.10411918723955857,0.18425432887267504,0.18489858243705906,-0.19753828482049754,0.4076017006677285,1.000458206760929,4570.582156977942,7672.341082251635
b_sand_ratio25:target_typedry_grassland:survey_year_fct2020,0.08953233056653191,0.09019086817114799,0.18434114462591245,0.1876038351144458,-0.2155422777115926,0.3889869765961225,1.0001147108927706,4646.933053482978,7125.187918301132
b_sand_ratio50:target_typedry_grassland:survey_year_fct2020,-0.11066558391858644,-0.11052574124810684,0.18579644870700293,0.18520900173490148,-0.4167376633743701,0.19627738524714688,0.9999228534871872,5047.118083359347,7087.517803318367
b_sand_ratio25:target_typedry_grassland:survey_year_fct2021,0.12146520635124773,0.12260924814059783,0.18389631289715103,0.18598698131474772,-0.179567033155829,0.4207095071628785,1.000411278298375,4831.094194441623,7855.973291625322
b_sand_ratio50:target_typedry_grassland:survey_year_fct2021,-0.015804724314964883,-0.01639308233207762,0.18452687003710297,0.18464691952563975,-0.3182626547505789,0.2855424033251064,1.0003890128280841,4861.378281538812,7081.179872990755
b_sand_ratio25:expositionsouth:survey_year_fct2019,0.6209173688292942,0.6217033128551861,0.1861404698506698,0.185208443076164,0.31402976165303725,0.9215827166642369,1.000034709410776,5652.999483347658,8167.626842916503
b_sand_ratio50:expositionsouth:survey_year_fct2019,0.568834300430332,0.5679613951982249,0.18798523540613024,0.18778050381734437,0.25821666609158284,0.876859977660683,1.0005434530486337,5430.029930948808,7398.102958618266
b_sand_ratio25:expositionsouth:survey_year_fct2020,0.54385844886002,0.5444823269110417,0.1855389242793692,0.1845173390894501,0.2390174788208952,0.8489489489565477,0.9999706978009262,5435.43513798904,7587.281287085821
b_sand_ratio50:expositionsouth:survey_year_fct2020,0.5801383022034278,0.5800497629532555,0.1870412433957835,0.1869516860152566,0.27301889843303623,0.888362083557062,1.0009451703101673,5492.767140881444,7879.667455023679
b_sand_ratio25:expositionsouth:survey_year_fct2021,0.29474716888821095,0.29521524882495415,0.18593534485520816,0.1844652942439742,-0.012266358127886713,0.6004775937596917,1.0000962587758837,5270.3742222421415,7910.039080613472
b_sand_ratio50:expositionsouth:survey_year_fct2021,0.4762834403028921,0.4773960673456348,0.1855662693840945,0.18858860089377866,0.17172429555144203,0.7749940871156028,1.0005659931348196,5130.539963604928,7169.7962220553945
b_target_typedry_grassland:expositionsouth:survey_year_fct2019,-0.15161844011333353,-0.1511861751240015,0.184653974251367,0.1835801948864057,-0.4639331740032888,0.1501780034002955,1.0008372024380268,4759.203692350394,7066.53256977198
b_target_typedry_grassland:expositionsouth:survey_year_fct2020,-0.35128130697565807,-0.3501716547149415,0.18191494041258247,0.1789293148749067,-0.6556707640144841,-0.05767899175910887,1.0002049639856292,4750.23356694144,7321.863679899154
b_target_typedry_grassland:expositionsouth:survey_year_fct2021,-0.29767552224653,-0.298540629210844,0.1863370447675547,0.18552645833286488,-0.6091800864857285,0.011316783460953144,1.000262158823217,4762.761583314009,6850.8037618557155
b_sand_ratio25:target_typedry_grassland:expositionsouth:survey_year_fct2019,-0.33260353915431334,-0.33660234889586055,0.2585953269460631,0.2575018132797105,-0.757484586619428,0.09678106026363918,1.0007960206972615,4566.206107289442,7573.547508874278
b_sand_ratio50:target_typedry_grassland:expositionsouth:survey_year_fct2019,-0.001923610955499751,-0.0034600362315577613,0.26134623814113045,0.25902829004354616,-0.436934667574668,0.4226738365264532,1.0003925718863733,4926.814951862883,7872.857521143763
b_sand_ratio25:target_typedry_grassland:expositionsouth:survey_year_fct2020,-0.0628963763544555,-0.062106708448475545,0.2578551338402667,0.25545893146359716,-0.49604709953086157,0.3693077680088121,1.000310213722902,5373.7359248005405,7226.116247940863
b_sand_ratio50:target_typedry_grassland:expositionsouth:survey_year_fct2020,0.31010263258306603,0.31123579408592056,0.2584811762393474,0.25923030834868976,-0.1150073916433169,0.742247331207323,1.0005004766227976,5012.564302416928,7664.238960825952
b_sand_ratio25:target_typedry_grassland:expositionsouth:survey_year_fct2021,-0.0676340771376652,-0.06649275580325904,0.2602306079558541,0.26289279786197206,-0.4875329077244514,0.36047392946862056,1.0000027070382078,4986.613196942949,7238.99676334529
b_sand_ratio50:target_typedry_grassland:expositionsouth:survey_year_fct2021,0.0356558848303839,0.036020254126599816,0.26035455410740665,0.26049746823605274,-0.39729395434375886,0.46170148753079954,1.0001581612930452,5174.826081691133,7315.770448720067
